listing_id,listing_name,latitude,longitude,host_name,superhost,room_type,bedrooms,beds,baths,guests,currency,num_reviews,rating_overall,ciudad
23675520,El Faro 816,-29.9053,-71.2733,Jose Antonio,1,entire_home,2.0,4.0,2.0,5.0,CLP,88.0,4.82,la_serena
23976072,"Edificio Bahia, Serena Pacifico",-29.924,-71.2766,Juan Manuel,0,private_room,3.0,5.0,2.0,6.0,CLP,21.0,5.0,la_serena
24062325,Steps to the beach (sector 4 corners) 8th floor,-29.9235,-71.2746,Macarena,1,entire_home,2.0,4.0,2.0,5.0,CLP,156.0,4.85,la_serena
24113100,"Spacious oceanfront apartment, wifi, pools, play!",-29.9224,-71.2776,Gabriel,0,entire_home,2.0,5.0,2.0,5.0,CLP,69.0,4.84,la_serena
24264093,"Playa Peñuelas Condominium, La Serena Commune",-29.925,-71.2765,Cinthia,0,entire_home,3.0,5.0,2.0,6.0,CLP,14.0,4.57,la_serena
24357090,Apartment a few steps from the sea,-29.9489,-71.2871,Marlene,1,entire_home,3.0,3.0,1.0,5.0,CLP,92.0,4.82,la_serena
24499086,Rest near the Elqui Valley and Serena.,-29.9236,-71.2025,Catalina,0,entire_home,3.0,3.0,1.5,4.0,CLP,5.0,5.0,la_serena
24499814,Owner rents apartment in Oceanic Building,-29.9212,-71.2774,Fabiana,0,entire_home,2.0,4.0,2.0,5.0,CLP,25.0,4.96,la_serena
24558923,"La Serena, facing the sea, with a navigable lagoon",-29.9002,-71.2733,Carlos Eduardo,0,entire_home,3.0,5.0,2.0,8.0,CLP,88.0,4.59,la_serena
24982369,"La Serena apartment, close to the beach",-29.9239,-71.2752,Fernando,0,entire_home,2.0,5.0,1.0,6.0,CLP,98.0,4.49,la_serena
25076181,"Great location, steps from the beach.",-29.9265,-71.2763,Carolina,0,entire_home,2.0,3.0,1.0,4.0,CLP,17.0,4.94,la_serena
25076409,Great view and close to EVERYTHING,-29.9002,-71.2636,Arturo,0,entire_home,3.0,4.0,2.0,5.0,CLP,41.0,4.76,la_serena
25167124,"A room with a well-lit balcony, a private bathroom, and centr",-29.9136,-71.25,Pandora,0,private_room,,1.0,0.0,,CLP,67.0,4.61,la_serena
25289013,Cozy apartment close to the beach,-29.9487,-71.271,Leila,0,entire_home,2.0,3.0,1.0,4.0,CLP,14.0,5.0,la_serena
25426584,Beautiful and comfortable beachfront apartment in La Serena,-29.922,-71.2777,Eduardo,0,entire_home,2.0,5.0,2.0,5.0,CLP,59.0,4.97,la_serena
25457066,Private room in a shared apartment.,-29.9216,-71.2742,Maria Raquel,1,private_room,,1.0,0.0,,CLP,222.0,4.93,la_serena
25673928,"Beach apartment, La Serena",-29.9308,-71.2788,Claudia,0,entire_home,2.0,4.0,2.0,4.0,CLP,72.0,4.86,la_serena
25814230,"Apartment Avda. Del Mar, behind Casino Enjoy",-29.947,-71.2874,Mitchell,1,entire_home,2.0,3.0,1.0,6.0,CLP,39.0,4.79,la_serena
25907218,"Av del Mar, 2D2B, Wifi, beautiful view",-29.9404,-71.2861,Guillermo,1,entire_home,2.0,4.0,2.0,5.0,CLP,129.0,4.94,la_serena
26029840,Full and welcoming apartment,-29.9165,-71.2107,Bárbara,1,entire_home,3.0,3.0,2.0,6.0,CLP,42.0,4.9,la_serena
26166847,"Apartment on Avenida del Mar, Marserena 1st line",-29.9362,-71.2829,Antonio,1,entire_home,2.0,6.0,2.0,5.0,CLP,75.0,4.91,la_serena
26334279,"ocean view, lighthouse 800",-29.9083,-71.2747,Marly,1,entire_home,1.0,1.0,1.0,2.0,CLP,218.0,4.74,la_serena
26421618,cozy apartment,-29.9061,-71.2625,Javiera,0,entire_home,1.0,3.0,1.0,4.0,CLP,13.0,4.38,la_serena
26661833,Laguna del Mar - Rental Center,-29.9008,-71.2699,Felipe,1,entire_home,1.0,2.0,1.0,4.0,CLP,15.0,4.53,la_serena
26773694,Apartment on the fourth corner-Av. Del Mar,-29.9275,-71.276,Adolfo Alejandro,0,entire_home,3.0,5.0,1.0,5.0,CLP,51.0,4.66,la_serena
26841678,Laguna del Mar - Rental Center,-29.901,-71.2718,Felipe,1,entire_home,2.0,4.0,1.0,5.0,CLP,7.0,4.71,la_serena
27003458,Doble bedroom + single bed with private bathroom,-29.9026,-71.2445,Silvia Susana,0,private_room,,2.0,0.0,,CLP,4.0,4.75,la_serena
27463139,Furnished apartment steps from the beach.,-29.9147,-71.2736,Claudia,0,entire_home,3.0,7.0,2.0,8.0,CLP,26.0,4.69,la_serena
27528455,Apartment for 6 people. Laguna Del Mar,-29.9008,-71.2717,Camila,0,entire_home,3.0,5.0,2.0,6.0,CLP,23.0,4.61,la_serena
27683880,Avenida del Mar frontal 6 pax with wifi and parking,-29.9148,-71.2742,Valeria Andrea,1,entire_home,3.0,4.0,2.0,6.0,CLP,14.0,4.93,la_serena
27755432,"private room, La Serena, central , bathroom comp",-29.9125,-71.2497,Pandora,0,private_room,,1.0,0.0,,CLP,27.0,4.33,la_serena
27808278,"Valle de Elqui Cabin 10 People, Private Pool",-29.9716,-71.1189,Rodrigo,0,entire_home,4.0,11.0,2.0,15.0,CLP,30.0,4.73,la_serena
27899181,"Casa Domo Dominga Lodge, Elqui Valley road",-29.9917,-71.0659,José,0,entire_home,3.0,5.0,1.0,6.0,CLP,32.0,4.81,la_serena
27935947,Apartment for 5 people.,-29.9309,-71.2781,Ana Maria,0,entire_home,3.0,5.0,1.0,5.0,CLP,10.0,4.9,la_serena
28032194,Apt. Marina Sol Playa Peñuelas,-29.9474,-71.2879,Claudio,1,entire_home,2.0,4.0,1.0,4.0,CLP,58.0,4.95,la_serena
28184022,Henríquez Vial Properties in Puerta del Mar Park,-29.9004,-71.2639,Henríquez Vial,0,entire_home,2.0,3.0,1.0,4.0,CLP,13.0,4.85,la_serena
28251211,Private Room. Downtown. Airport-Terminal Bus,-29.9116,-71.2506,Daisy,1,private_room,,1.0,0.0,,CLP,78.0,4.85,la_serena
28391308,Furnished apartment in La Serena,-29.9339,-71.2809,Chileplaya,0,entire_home,3.0,5.0,2.0,6.0,CLP,8.0,4.63,la_serena
28465950,Apartment a few steps from the beach 4 Esquinas G.,-29.9287,-71.2764,Yunel,1,entire_home,3.0,5.0,1.0,6.0,CLP,32.0,4.84,la_serena
28523842,"Apartment steps away from the beach, 2 to 4 people",-29.93,-71.2774,Hernán Y Paola,1,entire_home,2.0,3.0,2.0,4.0,CLP,280.0,4.86,la_serena
28813397,"Apartment on Avenida del Mar, La Serena",-29.9121,-71.2733,Cristian,1,entire_home,2.0,3.0,2.0,4.0,CLP,72.0,4.94,la_serena
28826046,"Spacious, modern and comfortable apartment in La Serena",-29.9401,-71.2871,Nadia Erika,0,entire_home,2.0,4.0,1.0,5.0,CLP,32.0,4.84,la_serena
28933546,A suite apartment a few steps from the center and lighthouse,-29.9002,-71.26,Miguel,1,entire_home,1.0,1.0,1.0,2.0,CLP,270.0,4.84,la_serena
28952761,Sun and beach apartment,-29.9272,-71.2762,Nelly,0,entire_home,3.0,4.0,1.0,5.0,CLP,78.0,4.71,la_serena
28954768,New apartment steps from the beach in La Serena,-29.9244,-71.2757,Cristian,0,entire_home,2.0,3.0,2.0,4.0,CLP,53.0,4.72,la_serena
29025627,Apartment steps from the beach and Casino Enjoy (1201),-29.9437,-71.2851,Gloria Elena,1,entire_home,3.0,4.0,2.0,5.0,CLP,36.0,4.89,la_serena
29075891,EXCELLENT APARTMENT AVDA DEL MAR,-29.9377,-71.2829,Jorge,0,entire_home,3.0,5.0,2.0,6.0,CLP,24.0,4.75,la_serena
29186094,New apartment near La Serena beach,-29.8968,-71.2691,Enrique,0,entire_home,3.0,4.0,1.5,6.0,CLP,91.0,4.69,la_serena
29208699,FLOOR WAXER,-29.8871,-71.2519,Cristian,0,entire_home,3.0,5.0,2.0,5.0,CLP,28.0,4.54,la_serena
29257247,"Apartment in La Serena, steps from the beach",-29.9172,-71.2742,Claudia,0,entire_home,3.0,4.0,1.0,5.0,CLP,29.0,4.83,la_serena
29258209,"Apartment (sector 4 corners), steps from the beach",-29.9239,-71.2752,Luisa Victoria Del Carmen,0,entire_home,3.0,5.0,1.0,6.0,CLP,45.0,4.58,la_serena
29396625,"Apartment steps away from the beach, restaurants, and casino",-29.9413,-71.2861,Camila,0,entire_home,2.0,4.0,1.0,5.0,CLP,56.0,4.75,la_serena
29763172,"Honeymoon in La Serena, comfortable apartment",-29.8991,-71.269,Anita,0,entire_home,2.0,5.0,1.0,5.0,CLP,20.0,4.9,la_serena
29800314,FULLY EQUIPPED 4-CORNER SEA VIEW APARTMENT,-29.9264,-71.276,Claudio,0,entire_home,3.0,4.0,1.0,5.0,CLP,21.0,4.33,la_serena
29930062,"Enjoy as a family, and what better place than in La Serena",-29.8966,-71.2698,Cristobal,1,entire_home,3.0,5.0,1.5,6.0,CLP,88.0,4.83,la_serena
30152447,Apt. La serena. Condominio Altos del Miro II.,-29.9448,-71.247,Gonzalo,1,entire_home,3.0,6.0,2.0,7.0,CLP,46.0,4.93,la_serena
30208712,Vista de Luz Apartment,-29.8991,-71.2713,Yudania,0,entire_home,1.0,2.0,1.0,3.0,CLP,56.0,4.73,la_serena
30230092,"La Serena, one block from the beach, spacious",-29.938,-71.2816,Urbi,0,entire_home,3.0,5.0,2.0,8.0,CLP,22.0,4.64,la_serena
30264267,The Serena Bella   ╠▬╕❺    ☺❻  Full,-29.9074,-71.2427,Teresa,1,entire_home,3.0,5.0,2.0,6.0,CLP,60.0,4.85,la_serena
30270934,"Spacious beachfront apartment, wifi, parking",-29.9135,-71.2761,Virginia,0,entire_home,4.0,6.0,3.0,7.0,CLP,33.0,4.88,la_serena
30279195,"La Serena Apartment, Puertas del Mar",-29.8983,-71.2641,Alex,1,entire_home,1.0,1.0,1.0,2.0,CLP,44.0,4.93,la_serena
30466355,Beautiful apartment just a short walk to the beach,-29.9177,-71.2719,Diego,0,entire_home,3.0,4.0,1.0,6.0,CLP,15.0,4.67,la_serena
30507505,"Apartment ocean view, WiFi",-29.9245,-71.2774,Paz Lorena,1,entire_home,2.0,5.0,2.0,6.0,CLP,34.0,4.88,la_serena
30538314,"Apartment on the fourth corner, steps away from the beach",-29.924,-71.2755,Roxana,1,entire_home,2.0,3.0,2.0,4.0,CLP,53.0,4.92,la_serena
30569680,Beautiful apartment steps from the beach.,-29.9233,-71.2775,Rigoberto,0,entire_home,4.0,6.0,2.0,7.0,CLP,34.0,4.76,la_serena
30724739,Beautiful apartment with large terrace overlooking the ocean,-29.9204,-71.2776,Yohana,1,entire_home,5.0,6.0,3.0,8.0,CLP,36.0,4.92,la_serena
30810946,"Dpto La Serena, close to the beach",-29.9239,-71.2752,Fernando,0,entire_home,2.0,3.0,1.0,6.0,CLP,148.0,4.46,la_serena
30852589,Oceanfront apartment,-29.9207,-71.2764,Nelson,0,entire_home,1.0,2.0,1.0,4.0,CLP,15.0,4.47,la_serena
30858614,"4 Bedrooms, 2 Bathrooms, 2 Parking spaces, 8 People",-29.9233,-71.2759,Guillermo,1,entire_home,4.0,14.0,2.0,8.0,CLP,45.0,4.98,la_serena
30886956,"Sea view, spacious and bright apartment",-29.9107,-71.2737,Carla,0,entire_home,2.0,3.0,2.0,4.0,CLP,210.0,4.8,la_serena
30973304,Apartment La Serena beach Av. del Mar,-29.9263,-71.2736,Daniela,1,entire_home,3.0,4.0,1.0,6.0,CLP,28.0,4.75,la_serena
30999093,Nice apartment steps away from Avenida El Mar,-29.9244,-71.2774,Manuel,0,private_room,3.0,4.0,0.0,,CLP,5.0,5.0,la_serena
31023473,"La Serena apartment, near Avda del Mar.",-29.9054,-71.2588,Patricio,0,entire_home,3.0,4.0,1.0,5.0,CLP,17.0,4.59,la_serena
31056933,Departamento en condominio para una grata estadía,-29.9067,-71.2594,David Antonio,0,entire_home,3.0,4.0,1.0,6.0,CLP,6.0,4.83,la_serena
31099304,Beautiful apartment steps from the beach,-29.91,-71.2746,Veronica,0,entire_home,1.0,2.0,1.0,3.0,CLP,131.0,4.85,la_serena
31100228,Nice apartment with ocean view in La Serena,-29.9318,-71.278,Ivan,1,entire_home,3.0,4.0,2.0,5.0,CLP,68.0,4.93,la_serena
31102266,Playa Serena Apartment,-29.923,-71.2748,Carlos,0,entire_home,3.0,4.0,1.0,5.0,CLP,3.0,3.67,la_serena
31102393,Departamentos 4 Esquinas La Serena,-29.9319,-71.2786,Karen Andrea,1,entire_home,2.0,4.0,2.0,5.0,CLP,14.0,4.57,la_serena
31103264,Downtown Beach Apartment,-29.8979,-71.2587,Greys,0,entire_home,2.0,2.0,1.0,3.0,CLP,79.0,4.49,la_serena
31114058,"Full front line, spacious. Large balcony and view.",-29.9159,-71.275,Rocío,0,entire_home,3.0,5.0,2.0,6.0,CLP,45.0,4.96,la_serena
31176430,Laguna del Mar Apartment La Serena Resort Ubano,-29.8992,-71.271,Felipe,1,entire_home,1.0,2.0,1.0,3.0,CLP,53.0,4.77,la_serena
31183376,Sun and sand in La Serena,-29.9338,-71.2796,Tannia,0,entire_home,2.0,3.0,2.0,4.0,CLP,37.0,4.81,la_serena
31185442,La Serena Golf - Exclusive Apartment with Ocean View,-29.8398,-71.2776,Pablo,0,entire_home,3.0,5.0,2.0,6.0,CLP,10.0,5.0,la_serena
31189825,Steps to the beach and Avda 4 Esquinas,-29.9268,-71.2765,Pilar,1,entire_home,3.0,4.0,1.0,5.0,CLP,23.0,4.78,la_serena
31203961,"Dept. Condominio Serena Pacífico, Av. del Mar",-29.925,-71.2781,Víctor,0,entire_home,3.0,4.0,2.0,6.0,CLP,19.0,4.89,la_serena
31210278,Small apartment on Avenida del Mar for 2 people,-29.9414,-71.2865,Mariana,0,entire_home,1.0,1.0,2.0,2.0,CLP,63.0,4.75,la_serena
31212005,Comfortable apartment in La Serena,-29.9371,-71.2807,Lucia,0,entire_home,3.0,5.0,2.0,6.0,CLP,23.0,5.0,la_serena
31234952,Apartment in Four corners steps from the ocean,-29.9284,-71.2733,Viviana Sarella,1,entire_home,3.0,5.0,1.0,6.0,CLP,44.0,4.45,la_serena
31236049,Apartment a short walk from downtown,-29.8904,-71.2449,Melany,1,entire_home,3.0,5.0,1.5,5.0,CLP,19.0,4.95,la_serena
31258301,Ocean view apartment - Aqua Apartment,-29.9157,-71.2748,Paola,0,entire_home,2.0,3.0,2.0,4.0,CLP,40.0,4.98,la_serena
31265704,Apartment for rent near El Faro beach,-29.904,-71.2609,Jeisy,0,entire_home,3.0,3.0,1.0,4.0,CLP,409.0,4.68,la_serena
31279875,Dept 5th floor. Condominium Aqua La Serena.,-29.9145,-71.276,Tomás,1,entire_home,2.0,4.0,2.0,5.0,CLP,20.0,4.9,la_serena
31291079,"Great location apartment, overlooking the sea",-29.9094,-71.2732,Eglantina,0,entire_home,2.0,4.0,2.0,5.0,CLP,6.0,4.33,la_serena
31293353,6th floor apartment steps away from La Serena beach,-29.93,-71.2781,Miguel Angel,1,entire_home,2.0,3.0,2.0,4.0,CLP,56.0,4.93,la_serena
31315693,"Elqui Valley house, private for the family",-29.9815,-71.0962,Nidia,0,entire_home,5.0,17.0,4.0,10.0,CLP,,,la_serena
31316705,Excellent and comfortable family apartment,-29.909,-71.2739,Maria Eugenia,0,entire_home,2.0,4.0,2.0,5.0,CLP,36.0,4.83,la_serena
31324879,I rent a comfortable apartment 200 meters from the beach,-29.9239,-71.2767,Hector,0,entire_home,2.0,3.0,1.0,4.0,CLP,41.0,4.85,la_serena
31326366,"Laguna Del Mar Apartment, La Serena",-29.8994,-71.2704,Pamela,1,entire_home,1.0,1.0,1.0,3.0,CLP,91.0,4.95,la_serena
31329408,Summer apartment in LaSerena,-29.9057,-71.27,Luis Alfredo,0,entire_home,3.0,1.0,2.0,6.0,CLP,25.0,4.8,la_serena
31347070,"Double bedroom with private bathroom, La Serena",-29.9399,-71.2614,Constanza,1,private_room,,1.0,0.0,,CLP,44.0,4.75,la_serena
31352229,"Spacious apartment 1st line AVENIDA DEL MAR, LA SERENA",-29.9306,-71.279,Laura,0,entire_home,3.0,5.0,2.0,6.0,CLP,41.0,4.83,la_serena
31360815,Almost new apartment a few meters from the beach,-29.9149,-71.2744,Ximena,0,entire_home,3.0,6.0,2.0,7.0,CLP,19.0,4.79,la_serena
31371960,"Apartment for 4 people, good location, close to the beach",-29.898,-71.2588,Ignacio Andres,0,entire_home,2.0,3.0,1.0,4.0,CLP,6.0,4.83,la_serena
31375455,La Serena Golf,-29.8434,-71.2761,Pablo,0,entire_home,3.0,5.0,2.0,6.0,CLP,29.0,4.41,la_serena
31381127,"Jardines del Pacifico, La Serena.",-29.8968,-71.2691,Darwin,0,entire_home,2.0,4.0,1.5,5.0,CLP,73.0,4.75,la_serena
31386091,La Serena Depto. 1 block from the beach.,-29.9292,-71.2781,Jessica,0,entire_home,,9.0,1.0,5.0,CLP,52.0,4.56,la_serena
31390254,Nice and cozy apartment in La Serena,-29.9124,-71.241,Maca,0,entire_home,1.0,1.0,1.0,2.0,CLP,33.0,4.91,la_serena
31431464,I rent out an apartment in Serena,-29.9048,-71.2592,Juan,0,entire_home,3.0,5.0,2.0,5.0,CLP,9.0,4.89,la_serena
31457700,"Avda del Mar with Wi-Fi, a pool, and parking",-29.9248,-71.2767,Pilar,1,entire_home,2.0,3.0,1.0,4.0,CLP,17.0,4.88,la_serena
31471449,"La Serena Apartment, Puertas del Mar",-29.899,-71.2677,Ana Victoria,0,entire_home,2.0,4.0,1.0,5.0,CLP,50.0,4.9,la_serena
31471867,Apartment for 4 people in Puertas del Mar,-29.9008,-71.2594,Constanza,1,entire_home,2.0,3.0,2.0,4.0,CLP,183.0,4.85,la_serena
31484092,"LA SERENA, FIRST LINE, AVDA DEL MAR, 1 FLOOR",-29.9393,-71.2841,Claudia,0,entire_home,2.0,2.0,2.0,5.0,CLP,62.0,4.81,la_serena
31486408,Rent Apartment Avenida del Mar La Serena,-29.9336,-71.2812,Juan Esteban,0,entire_home,2.0,5.0,2.0,6.0,CLP,16.0,4.31,la_serena
31520097,Apartment in La Serena a few steps from the beach.,-29.9329,-71.2796,Matias,0,entire_home,3.0,6.0,1.0,7.0,CLP,41.0,4.51,la_serena
31566352,"Apartment steps from the beach, sector 4 corners",-29.9289,-71.2782,Belen,1,entire_home,3.0,4.0,1.0,5.0,CLP,41.0,4.56,la_serena
737214,ANTUEN L.L.-THE BEST VIEWS IN PUCON,-39.3127,-72.0176,Ernesto,1,entire_home,2.0,3.0,1.0,5.0,CLP,128.0,4.98,pucon
817176,Antuen Cuyen-Enjoy Pucón best views,-39.3159,-72.0152,Ernesto,1,entire_home,3.0,6.0,2.0,7.0,CLP,92.0,4.99,pucon
2008348,"House, Spectacular View of Lake Villarrica,",-39.3038,-72.0328,Patricia,0,entire_home,3.0,5.0,2.0,5.0,CLP,21.0,4.86,pucon
2792941,I rent a house in Pucon condominium,-39.2764,-71.9633,Gabriela,0,entire_home,3.0,4.0,3.0,8.0,CLP,10.0,4.4,pucon
2865805,Pasaje Las Rosas,-39.274,-71.9607,Ruth,0,entire_home,3.0,5.0,1.0,6.0,CLP,111.0,4.74,pucon
2897874,Pucón apartment near the beach,-39.2695,-71.9766,Rodrigo,0,entire_home,2.0,3.0,0.0,7.0,CLP,13.0,4.23,pucon
3565389,Mountain view apartment,-39.2848,-71.9628,Gustavo,1,entire_home,3.0,4.0,1.0,5.0,CLP,47.0,4.96,pucon
4058114,Comfortable downtown department of Pucón,-39.2743,-71.9773,Ingrid,1,entire_home,2.0,9.0,2.0,5.0,CLP,136.0,4.82,pucon
4225449,Apartment with a beach and trees,-39.2887,-71.9988,Marianne,0,entire_home,3.0,7.0,2.0,7.0,CLP,3.0,5.0,pucon
4901657,Cozy apartment view on the lake,-39.2812,-71.98,Camila,0,entire_home,3.0,5.0,2.0,6.0,CLP,25.0,4.92,pucon
5161125,Cozy House on Lake Caburgua,-39.1849,-71.8139,Paulina,0,entire_home,4.0,7.0,3.0,9.0,CLP,4.0,5.0,pucon
5251735,Dream House Lago Bosque Volcano,-39.3164,-71.9898,Pauline Y Hermanos,0,entire_home,3.0,14.0,2.0,8.0,CLP,17.0,4.94,pucon
7664838,Relax and unwind with nature and wifi!,-39.2782,-71.9358,Renato,1,entire_home,3.0,5.0,2.5,6.0,CLP,75.0,4.92,pucon
8227173,Copayapu Cabins,-39.3049,-71.9998,Cabañas,0,entire_home,3.0,5.0,2.0,6.0,CLP,22.0,4.95,pucon
8860132,NEW VIP PUCON APARTMENT,-39.2918,-71.983,Maria,0,entire_home,3.0,4.0,2.0,5.0,CLP,24.0,4.63,pucon
9448114,Pucon-Caburgua large house 8 has its own beach River,-39.2815,-71.8499,Camilo,0,entire_home,6.0,11.0,5.0,13.0,CLP,5.0,4.4,pucon
9664768,Casa El Cerro. Family Central in Pucón,-39.2821,-71.9758,Duneti,0,entire_home,4.0,6.0,2.5,8.0,CLP,27.0,4.85,pucon
10020453,Spacious Riverside Cabin in Native Forest | Pucón,-39.3081,-71.8417,Susana,0,entire_home,3.0,13.0,2.0,10.0,CLP,38.0,4.66,pucon
10152473,Cozy house in the center,-39.2773,-71.9675,Cristian,0,entire_home,3.0,4.0,2.0,7.0,CLP,12.0,5.0,pucon
10266406,PUCON HOUSE - Lake Access & Near Ski Center,-39.2826,-71.9866,Jocelyn,0,entire_home,3.0,5.0,2.0,6.0,CLP,15.0,4.93,pucon
10403872,"Laurel Cabin, Lake View",-39.3093,-72.049,Fanny,0,entire_home,3.0,3.0,2.0,5.0,CLP,68.0,4.59,pucon
10590892,Apartment for rent by the day in Pucón,-39.2855,-71.9785,Constanza,0,entire_home,1.0,3.0,1.0,4.0,CLP,47.0,4.7,pucon
11065806,Beautiful cabin in Huerquehue National Park,-39.16,-71.7175,Soledad,0,entire_home,2.0,4.0,1.0,5.0,CLP,38.0,4.76,pucon
11086612,Townhouse 4 blocks from the center of Pucón,-39.2809,-71.9731,Carmen,0,entire_home,1.0,3.0,1.0,4.0,CLP,46.0,4.54,pucon
11220483,"Furnished house for 8 people, 3 minutes from downtown",-39.2872,-71.9924,Catalina,0,entire_home,5.0,8.0,2.0,8.0,CLP,7.0,5.0,pucon
11298748,"Apartment in Costa Pucon, great location.",-39.2678,-71.9734,Cristian,0,entire_home,2.0,4.0,0.0,6.0,CLP,135.0,4.87,pucon
11708517,Fabulous house in Pucon,-39.3111,-71.9826,Guillermo,0,entire_home,4.0,8.0,3.0,10.0,CLP,74.0,4.86,pucon
11871081,Beautiful house in Pucon -lakefront,-39.2702,-71.9764,Marta,0,entire_home,4.0,5.0,3.0,10.0,CLP,44.0,4.93,pucon
12081313,A beautiful apartment away from the noise,-39.2921,-71.9786,Pablo,0,entire_home,1.0,3.0,1.0,4.0,CLP,39.0,4.67,pucon
12114506,Cozy apartment in the middle of Pucon.,-39.2735,-71.9744,Patricia,0,entire_home,2.0,4.0,2.0,5.0,CLP,63.0,4.95,pucon
12428804,Pucon Apartment in Condominium,-39.2681,-71.9752,Rodrigo,0,entire_home,4.0,7.0,3.0,8.0,CLP,3.0,5.0,pucon
12847870,"Cabaña Cerca Centro de Pucón, Oak",-39.2774,-71.9617,Rene,0,entire_home,3.0,6.0,2.0,6.0,CLP,41.0,4.85,pucon
13110247,"Folk cabin on the way to the volcano k 1, CasaNikiara",-39.2866,-71.9756,CasaNikiara,1,entire_home,2.0,3.0,1.0,3.0,CLP,188.0,4.88,pucon
13752067,"Pucón Apartment, great location",-39.2716,-71.9748,Florencia,1,entire_home,3.0,4.0,2.0,6.0,CLP,199.0,4.77,pucon
13942099,Riverbank Cabin - Pucón C4,-39.325,-71.834,Anne Marie Allimant,1,entire_home,2.0,16.0,1.0,6.0,CLP,27.0,4.85,pucon
13952367,Comfortable Apartment in Pucón,-39.283,-71.9806,Verónica,1,entire_home,2.0,3.0,1.0,4.0,CLP,124.0,4.88,pucon
14168249,Department for 6 people in Pucón,-39.2744,-71.9802,Antonella,0,entire_home,3.0,5.0,2.0,6.0,CLP,30.0,4.93,pucon
14249150,"Cabaña Cerca Centro Pucon, Hualle",-39.2777,-71.9627,Rene,0,entire_home,3.0,6.0,2.0,7.0,CLP,31.0,4.87,pucon
14884918,Costa Pucon Condominium Apartment,-39.2712,-71.9777,Laura,1,entire_home,4.0,7.0,2.0,8.0,CLP,35.0,4.91,pucon
14930501,Beautiful Apartment Condominio Costa Pucon,-39.2681,-71.9755,Alejandro,0,entire_home,4.0,7.0,2.0,8.0,CLP,119.0,4.81,pucon
15132395,"Comfortable apartment, in the best location",-39.2741,-71.9738,Sergio,1,entire_home,1.0,4.0,1.0,4.0,CLP,98.0,4.72,pucon
15324939,House in Condominium Centro Pucón 200 meters to the Lake,-39.2702,-71.9723,Pablo,0,entire_home,4.0,9.0,3.5,11.0,CLP,14.0,4.79,pucon
15381286,"Pucon Esperanza Shelter, Camino Al Volcan",-39.29,-71.9777,Solange,0,entire_home,1.0,2.0,1.0,4.0,CLP,49.0,4.85,pucon
15433836,"Apartment in the center of Pucón, 2 to 7 people",-39.2761,-71.9794,Gonzalo,0,entire_home,3.0,6.0,2.0,7.0,CLP,38.0,4.97,pucon
15500363,Apartment for rent between Pucon and Villarrica Km3,-39.2948,-72.0091,Maria Paz,0,entire_home,3.0,3.0,2.0,5.0,CLP,3.0,5.0,pucon
15527990,"Excellent apartment with a lake view, gardens, and a volcano",-39.2712,-71.9771,Italo,0,entire_home,3.0,2.0,2.0,5.0,CLP,14.0,4.71,pucon
15683712,"Relax mountain, idyllic, green areas, river pool",-39.2271,-71.6834,Ricardo Felipe,0,entire_home,3.0,4.0,1.0,5.0,CLP,56.0,4.59,pucon
15782711,Casa Espectacular en Pucón,-39.2931,-71.9803,Fernando,0,entire_home,5.0,9.0,2.0,8.0,CLP,10.0,5.0,pucon
15813027,Cozy retreat in the heart of Pucón,-39.2771,-71.9764,Marcelo,0,entire_home,3.0,5.0,2.0,5.0,CLP,45.0,4.71,pucon
15983153,Fully equipped 2 bedroom apartment on the way to the volcano,-39.2883,-71.9786,Vicente,1,entire_home,2.0,5.0,2.0,6.0,CLP,84.0,4.77,pucon
16003850,Lakefront apartment - Gran Hotel Pucón (Enjoy),-39.271,-71.9779,Rodolfo,1,entire_home,1.0,3.0,1.0,4.0,CLP,3.0,5.0,pucon
16240268,Nice house in a condominium near downtown,-39.2772,-71.9652,Claudia,0,entire_home,3.0,6.0,2.5,7.0,CLP,13.0,4.69,pucon
16241886,"Cabin in Pucón, serenity and nature.",-39.3478,-71.8376,Lauren,0,entire_home,1.0,2.0,1.0,2.0,CLP,148.0,4.59,pucon
16302072,Exclusive apartment in a privileged sector,-39.2793,-71.9856,Istvan,1,entire_home,3.0,6.0,2.0,7.0,CLP,92.0,4.9,pucon
16312638,"Casa Pucón Km 4 (2-6 people), Kayacs Beach",-39.2944,-72.0123,María Teresa,0,entire_home,3.0,5.0,2.0,6.0,CLP,123.0,4.56,pucon
16336975,"Casa Escorial 16- 4 km Pucón, Beach (6pers) Kayacs Beach",-39.2932,-72.0094,María Teresa,0,entire_home,3.0,5.0,2.0,6.0,CLP,129.0,4.74,pucon
16351394,Wonderful view Lake 6 people January 10 to 17,-39.2715,-71.977,Macarena,0,entire_home,2.0,5.0,2.0,6.0,CLP,1.0,,pucon
16415503,"Beautiful house 3 km from Pucón, with a lake and volcano view",-39.3042,-71.9823,Sigrid,0,entire_home,2.0,5.0,1.0,5.0,CLP,64.0,4.94,pucon
16468415,Apartment at Gran Hotel Pucon for 6 condominio1,-39.2723,-71.9792,Jennifer,0,entire_home,3.0,12.0,2.0,6.0,CLP,12.0,4.92,pucon
16486727,Pucón apartment 2 adults and 2 children,-39.2821,-71.9812,Alejandro,0,entire_home,2.0,3.0,1.0,4.0,CLP,99.0,4.9,pucon
